yr,sp,ev,trt,type,blk,sam,%pred
2,W,5,CP,s,4,3,0
2,W,5,CP,w,1,1,6
2,W,5,CP,w,1,2,88
2,W,5,CP,w,1,3,4
2,W,5,CP,w,2,1,6
2,W,5,CP,w,2,2,2
2,W,5,CP,w,2,3,98
2,W,5,CP,w,3,1,0
2,W,5,CP,w,3,2,4
2,W,5,CP,w,3,3,6
2,W,5,CP,w,4,1,4
2,W,5,CP,w,4,2,82
2,W,5,CP,w,4,3,96
2,W,5,MP,c,1,1,0
2,W,5,MP,c,1,2,16
2,W,5,MP,c,1,3,2
2,W,5,MP,c,2,1,14
2,W,5,MP,c,2,2,0
2,W,5,MP,c,2,3,0
2,W,5,MP,c,3,1,92
2,W,5,MP,c,3,2,8
2,W,5,MP,c,3,3,6
2,W,5,MP,c,4,1,2
2,W,5,MP,c,4,2,4
2,W,5,MP,c,4,3,16
2,W,5,MP,s,1,1,0
2,W,5,MP,s,1,2,0
2,W,5,MP,s,1,3,0
2,W,5,MP,s,2,1,0
2,W,5,MP,s,2,2,6
2,W,5,MP,s,2,3,4
2,W,5,MP,s,3,1,0
2,W,5,MP,s,3,2,0
2,W,5,MP,s,3,3,0
2,W,5,MP,s,4,1,0
2,W,5,MP,s,4,2,2
2,W,5,MP,s,4,3,2
2,W,5,MP,w,1,1,6
2,W,5,MP,w,1,2,0
2,W,5,MP,w,1,3,2
2,W,5,MP,w,2,1,2
2,W,5,MP,w,2,2,66
2,W,5,MP,w,2,3,10
2,W,5,MP,w,3,1,100
2,W,5,MP,w,3,2,2
2,W,5,MP,w,3,3,2
2,W,5,MP,w,4,1,6
2,W,5,MP,w,4,2,8
2,W,5,MP,w,4,3,30
2,W,5,NT,c,1,1,8
2,W,5,NT,c,1,2,12
2,W,5,NT,c,1,3,4
2,W,5,NT,c,2,1,6
2,W,5,NT,c,2,2,8
2,W,5,NT,c,2,3,8
2,W,5,NT,c,3,1,14
2,W,5,NT,c,3,2,6
2,W,5,NT,c,3,3,4
2,W,5,NT,c,4,1,4
2,W,5,NT,c,4,2,12
2,W,5,NT,c,4,3,2
2,W,5,NT,s,1,1,4
2,W,5,NT,s,1,2,0
2,W,5,NT,s,1,3,0
2,W,5,NT,s,2,1,0
2,W,5,NT,s,2,2,2
2,W,5,NT,s,2,3,0
2,W,5,NT,s,3,1,0
2,W,5,NT,s,3,2,0
2,W,5,NT,s,3,3,0
2,W,5,NT,s,4,1,0
2,W,5,NT,s,4,2,6
2,W,5,NT,s,4,3,4
2,W,5,NT,w,1,1,70
2,W,5,NT,w,1,2,4
2,W,5,NT,w,1,3,2
2,W,5,NT,w,2,1,0
2,W,5,NT,w,2,2,10
2,W,5,NT,w,2,3,2
2,W,5,NT,w,3,1,8
2,W,5,NT,w,3,2,4
2,W,5,NT,w,3,3,4
2,W,5,NT,w,4,1,4
2,W,5,NT,w,4,2,10
2,W,5,NT,w,4,3,8
2,W,6,CP,c,1,1,78
2,W,6,CP,c,1,2,50
2,W,6,CP,c,1,3,84
2,W,6,CP,c,2,1,84
2,W,6,CP,c,2,2,78
2,W,6,CP,c,2,3,80
2,W,6,CP,c,3,1,72
2,W,6,CP,c,3,2,42
2,W,6,CP,c,3,3,66
2,W,6,CP,c,4,1,80
2,W,6,CP,c,4,2,70
2,W,6,CP,c,4,3,62
2,W,6,CP,s,1,1,32
2,W,6,CP,s,1,2,38
2,W,6,CP,s,1,3,24
2,W,6,CP,s,2,1,34
2,W,6,CP,s,2,2,10
2,W,6,CP,s,2,3,32
2,W,6,CP,s,3,1,16
2,W,6,CP,s,3,2,28
2,W,6,CP,s,3,3,18
2,W,6,CP,s,4,1,18
2,W,6,CP,s,4,2,14
2,W,6,CP,s,4,3,12
2,W,6,CP,w,1,1,20
2,W,6,CP,w,1,2,68
2,W,6,CP,w,1,3,84
2,W,6,CP,w,2,1,72
2,W,6,CP,w,2,2,78
2,W,6,CP,w,2,3,70
2,W,6,CP,w,3,1,80
2,W,6,CP,w,3,2,76
2,W,6,CP,w,3,3,84
2,W,6,CP,w,4,1,66
2,W,6,CP,w,4,2,78
2,W,6,CP,w,4,3,72
2,W,6,MP,c,1,1,80
2,W,6,MP,c,1,2,70
2,W,6,MP,c,1,3,56
2,W,6,MP,c,2,1,78
2,W,6,MP,c,2,2,70
2,W,6,MP,c,2,3,42
2,W,6,MP,c,3,1,84
2,W,6,MP,c,3,2,34
2,W,6,MP,c,3,3,88
2,W,6,MP,c,4,1,74
2,W,6,MP,c,4,2,48
2,W,6,MP,c,4,3,52
2,W,6,MP,s,1,1,34
2,W,6,MP,s,1,2,14
2,W,6,MP,s,1,3,16
2,W,6,MP,s,2,1,22
2,W,6,MP,s,2,2,24
2,W,6,MP,s,2,3,30
2,W,6,MP,s,3,1,16
2,W,6,MP,s,3,2,18
2,W,6,MP,s,3,3,16
2,W,6,MP,s,4,1,20
2,W,6,MP,s,4,2,22
2,W,6,MP,s,4,3,12
2,W,6,MP,w,1,1,78
2,W,6,MP,w,1,2,84
2,W,6,MP,w,1,3,52
2,W,6,MP,w,2,1,22
2,W,6,MP,w,2,2,68
2,W,6,MP,w,2,3,72
2,W,6,MP,w,3,1,26
2,W,6,MP,w,3,2,74
2,W,6,MP,w,3,3,80
2,W,6,MP,w,4,1,64
2,W,6,MP,w,4,2,34
2,W,6,MP,w,4,3,66
2,W,6,NT,c,1,1,48
2,W,6,NT,c,1,2,54
2,W,6,NT,c,1,3,84
2,W,6,NT,c,2,1,80
2,W,6,NT,c,2,2,60
2,W,6,NT,c,2,3,66
2,W,6,NT,c,3,1,84
2,W,6,NT,c,3,2,48
2,W,6,NT,c,3,3,26
2,W,6,NT,c,4,1,74
2,W,6,NT,c,4,2,86
2,W,6,NT,c,4,3,58
2,W,6,NT,s,1,1,26
2,W,6,NT,s,1,2,36
2,W,6,NT,s,1,3,38
2,W,6,NT,s,2,1,22
2,W,6,NT,s,2,2,20
2,W,6,NT,s,2,3,38
2,W,6,NT,s,3,1,22
2,W,6,NT,s,3,2,18
2,W,6,NT,s,3,3,10
2,W,6,NT,s,4,1,16
2,W,6,NT,s,4,2,20
2,W,6,NT,s,4,3,24
2,W,6,NT,w,1,1,70
2,W,6,NT,w,1,2,66
2,W,6,NT,w,1,3,74
2,W,6,NT,w,2,1,28
2,W,6,NT,w,2,2,56
2,W,6,NT,w,2,3,58
2,W,6,NT,w,3,1,32
2,W,6,NT,w,3,2,84
2,W,6,NT,w,3,3,82
2,W,6,NT,w,4,1,88
2,W,6,NT,w,4,2,82
2,W,6,NT,w,4,3,56
2,W,7,CP,c,1,1,30
2,W,7,CP,c,1,2,18
2,W,7,CP,c,1,3,16
2,W,7,CP,c,2,1,84
2,W,7,CP,c,2,2,78
2,W,7,CP,c,2,3,86
2,W,7,CP,c,3,1,16
2,W,7,CP,c,3,2,6
2,W,7,CP,c,3,3,14
2,W,7,CP,c,4,1,8
2,W,7,CP,c,4,2,10
2,W,7,CP,c,4,3,82
2,W,7,CP,s,1,1,0
2,W,7,CP,s,1,2,4
2,W,7,CP,s,1,3,0
2,W,7,CP,s,2,1,2
2,W,7,CP,s,2,2,0
2,W,7,CP,s,2,3,0
2,W,7,CP,s,3,1,12
2,W,7,CP,s,3,2,10
2,W,7,CP,s,3,3,4
2,W,7,CP,s,4,1,12
2,W,7,CP,s,4,2,14
2,W,7,CP,s,4,3,8
2,W,7,CP,w,1,1,18
2,W,7,CP,w,1,2,20
2,W,7,CP,w,1,3,94
2,W,7,CP,w,2,1,36
2,W,7,CP,w,2,2,70
2,W,7,CP,w,2,3,78
2,W,7,CP,w,3,1,2
2,W,7,CP,w,3,2,86
2,W,7,CP,w,3,3,12
2,W,7,CP,w,4,1,24
2,W,7,CP,w,4,2,6
2,W,7,CP,w,4,3,14
2,W,7,MP,c,1,1,16
2,W,7,MP,c,1,2,28
2,W,7,MP,c,1,3,90
2,W,7,MP,c,2,1,6
2,W,7,MP,c,2,2,88
2,W,7,MP,c,2,3,22
2,W,7,MP,c,3,1,94
2,W,7,MP,c,3,2,16
2,W,7,MP,c,3,3,92
2,W,7,MP,c,4,1,90
2,W,7,MP,c,4,2,6
2,W,7,MP,c,4,3,12
2,W,7,MP,s,1,1,0
2,W,7,MP,s,1,2,4
2,W,7,MP,s,1,3,6
2,W,7,MP,s,2,1,4
2,W,7,MP,s,2,2,6
2,W,7,MP,s,2,3,0
2,W,7,MP,s,3,1,16
2,W,7,MP,s,3,2,12
2,W,7,MP,s,3,3,4
2,W,7,MP,s,4,1,2
2,W,7,MP,s,4,2,8
2,W,7,MP,s,4,3,12
2,W,7,MP,w,1,1,14
2,W,7,MP,w,1,2,18
2,W,7,MP,w,1,3,18
2,W,7,MP,w,2,1,42
2,W,7,MP,w,2,2,12
2,W,7,MP,w,2,3,94
2,W,7,MP,w,3,1,52
2,W,7,MP,w,3,2,16
2,W,7,MP,w,3,3,10
2,W,7,MP,w,4,1,14
2,W,7,MP,w,4,2,22
2,W,7,MP,w,4,3,28
2,W,7,NT,c,1,1,92
2,W,7,NT,c,1,2,12
2,W,7,NT,c,1,3,94
2,W,7,NT,c,2,1,38
2,W,7,NT,c,2,2,24
2,W,7,NT,c,2,3,86
2,W,7,NT,c,3,1,60
2,W,7,NT,c,3,2,10
2,W,7,NT,c,3,3,78
2,W,7,NT,c,4,1,2
2,W,7,NT,c,4,2,90
2,W,7,NT,c,4,3,62
2,W,7,NT,s,1,1,2
2,W,7,NT,s,1,2,2
2,W,7,NT,s,1,3,0
2,W,7,NT,s,2,1,32
2,W,7,NT,s,2,2,28
2,W,7,NT,s,2,3,10
2,W,7,NT,s,3,1,6
2,W,7,NT,s,3,2,4
2,W,7,NT,s,3,3,2
2,W,7,NT,s,4,1,16
2,W,7,NT,s,4,2,18
2,W,7,NT,s,4,3,30
2,W,7,NT,w,1,1,86
2,W,7,NT,w,1,2,6
2,W,7,NT,w,1,3,96
2,W,7,NT,w,2,1,28
2,W,7,NT,w,2,2,26
2,W,7,NT,w,2,3,10
2,W,7,NT,w,3,1,22
2,W,7,NT,w,3,2,26
2,W,7,NT,w,3,3,10
2,W,7,NT,w,4,1,48
2,W,7,NT,w,4,2,16
2,W,7,NT,w,4,3,64
2,W,8,CP,c,1,1,4
2,W,8,CP,c,1,2,50
2,W,8,CP,c,1,3,0
2,W,8,CP,c,2,1,10
2,W,8,CP,c,2,2,80
2,W,8,CP,c,2,3,18
2,W,8,CP,c,3,1,94
2,W,8,CP,c,3,2,64
2,W,8,CP,c,3,3,44
2,W,8,CP,c,4,1,2
2,W,8,CP,c,4,2,22
2,W,8,CP,c,4,3,24
2,W,8,CP,s,1,1,2
2,W,8,CP,s,1,2,2
2,W,8,CP,s,1,3,0
2,W,8,CP,s,2,1,6
2,W,8,CP,s,2,2,10
2,W,8,CP,s,2,3,0
2,W,8,CP,s,3,1,0
2,W,8,CP,s,3,2,2
2,W,8,CP,s,3,3,0
2,W,8,CP,s,4,1,6
2,W,8,CP,s,4,2,4
2,W,8,CP,s,4,3,0
2,W,8,CP,w,1,1,2
2,W,8,CP,w,1,2,54
2,W,8,CP,w,1,3,4
2,W,8,CP,w,2,1,84
2,W,8,CP,w,2,2,98
2,W,8,CP,w,2,3,92
2,W,8,CP,w,3,1,94
2,W,8,CP,w,3,2,92
2,W,8,CP,w,3,3,8
2,W,8,CP,w,4,1,8
2,W,8,CP,w,4,2,4
2,W,8,CP,w,4,3,22
2,W,8,MP,c,1,1,14
2,W,8,MP,c,1,2,0
2,W,8,MP,c,1,3,6
2,W,8,MP,c,2,1,24
2,W,8,MP,c,2,2,82
2,W,8,MP,c,2,3,10
2,W,8,MP,c,3,1,92
2,W,8,MP,c,3,2,2
2,W,8,MP,c,3,3,68
2,W,8,MP,c,4,1,16
2,W,8,MP,c,4,2,10
2,W,8,MP,c,4,3,32
2,W,8,MP,s,1,1,2
2,W,8,MP,s,1,2,0
2,W,8,MP,s,1,3,2
2,W,8,MP,s,2,1,2
2,W,8,MP,s,2,2,4
2,W,8,MP,s,2,3,2
2,W,8,MP,s,3,1,0
2,W,8,MP,s,3,2,2
2,W,8,MP,s,3,3,8
2,W,8,MP,s,4,1,4
2,W,8,MP,s,4,2,4
2,W,8,MP,s,4,3,2
2,W,8,MP,w,1,1,10
2,W,8,MP,w,1,2,10
2,W,8,MP,w,1,3,12
2,W,8,MP,w,2,1,18
2,W,8,MP,w,2,2,0
2,W,8,MP,w,2,3,10
2,W,8,MP,w,3,1,98
2,W,8,MP,w,3,2,30
2,W,8,MP,w,3,3,20
2,W,8,MP,w,4,1,94
2,W,8,MP,w,4,2,28
2,W,8,MP,w,4,3,6
2,W,8,NT,c,1,1,2
2,W,8,NT,c,1,2,78
2,W,8,NT,c,1,3,82
2,W,8,NT,c,2,1,34
2,W,8,NT,c,2,2,6
2,W,8,NT,c,2,3,8
2,W,8,NT,c,3,1,0
2,W,8,NT,c,3,2,92
2,W,8,NT,c,3,3,6
2,W,8,NT,c,4,1,66
2,W,8,NT,c,4,2,6
2,W,8,NT,c,4,3,90
2,W,8,NT,s,1,1,0
2,W,8,NT,s,1,2,0
2,W,8,NT,s,1,3,0
2,W,8,NT,s,2,1,4
2,W,8,NT,s,2,2,8
2,W,8,NT,s,2,3,4
2,W,8,NT,s,3,1,2
2,W,8,NT,s,3,2,6
2,W,8,NT,s,3,3,4
2,W,8,NT,s,4,1,10
2,W,8,NT,s,4,2,0
2,W,8,NT,s,4,3,0
2,W,8,NT,w,1,1,12
2,W,8,NT,w,1,2,80
2,W,8,NT,w,1,3,100
2,W,8,NT,w,2,1,90
2,W,8,NT,w,2,2,0
2,W,8,NT,w,2,3,0
2,W,8,NT,w,3,1,0
2,W,8,NT,w,3,2,42
2,W,8,NT,w,3,3,8
2,W,8,NT,w,4,1,22
2,W,8,NT,w,4,2,18
2,W,8,NT,w,4,3,12
2,W,9,CP,c,1,1,20
2,W,9,CP,c,1,2,2
2,W,9,CP,c,1,3,30
2,W,9,CP,c,2,1,6
2,W,9,CP,c,2,2,30
2,W,9,CP,c,2,3,6
2,W,9,CP,c,3,1,4
2,W,9,CP,c,3,2,6
2,W,9,CP,c,3,3,0
2,W,9,CP,c,4,1,14
2,W,9,CP,c,4,2,14
2,W,9,CP,c,4,3,18
2,W,9,CP,s,1,1,4
2,W,9,CP,s,1,2,18
2,W,9,CP,s,1,3,6
2,W,9,CP,s,2,1,10
2,W,9,CP,s,2,2,4
2,W,9,CP,s,2,3,4
2,W,9,CP,s,3,1,8
2,W,9,CP,s,3,2,20
2,W,9,CP,s,3,3,12
2,W,9,CP,s,4,1,4
2,W,9,CP,s,4,2,4
2,W,9,CP,s,4,3,2
2,W,9,CP,w,1,1,2
2,W,9,CP,w,1,2,30
2,W,9,CP,w,1,3,6
2,W,9,CP,w,2,1,0
2,W,9,CP,w,2,2,2
2,W,9,CP,w,2,3,4
2,W,9,CP,w,3,1,8
2,W,9,CP,w,3,2,2
2,W,9,CP,w,3,3,6
2,W,9,CP,w,4,1,2
2,W,9,CP,w,4,2,0
2,W,9,CP,w,4,3,18
2,W,9,MP,c,1,1,14
2,W,9,MP,c,1,2,12
2,W,9,MP,c,1,3,6
2,W,9,MP,c,2,1,20
2,W,9,MP,c,2,2,34
2,W,9,MP,c,2,3,0
2,W,9,MP,c,3,1,16
2,W,9,MP,c,3,2,0
2,W,9,MP,c,3,3,24
2,W,9,MP,c,4,1,8
2,W,9,MP,c,4,2,16
2,W,9,MP,c,4,3,6
2,W,9,MP,s,1,1,6
2,W,9,MP,s,1,2,0
2,W,9,MP,s,1,3,10
2,W,9,MP,s,2,1,16
2,W,9,MP,s,2,2,8
2,W,9,MP,s,2,3,0
2,W,9,MP,s,3,1,4
2,W,9,MP,s,3,2,0
2,W,9,MP,s,3,3,2
2,W,9,MP,s,4,1,2
2,W,9,MP,s,4,2,6
2,W,9,MP,s,4,3,0
2,W,9,MP,w,1,1,10
2,W,9,MP,w,1,2,2
2,W,9,MP,w,1,3,4
2,W,9,MP,w,2,1,14
2,W,9,MP,w,2,2,6
2,W,9,MP,w,2,3,22
2,W,9,MP,w,3,1,6
2,W,9,MP,w,3,2,20
2,W,9,MP,w,3,3,8
2,W,9,MP,w,4,1,0
2,W,9,MP,w,4,2,2
2,W,9,MP,w,4,3,28
2,W,9,NT,c,1,1,2
2,W,9,NT,c,1,2,8
2,W,9,NT,c,1,3,36
2,W,9,NT,c,2,1,4
2,W,9,NT,c,2,2,4
2,W,9,NT,c,2,3,22
2,W,9,NT,c,3,1,4
2,W,9,NT,c,3,2,18
2,W,9,NT,c,3,3,8
2,W,9,NT,c,4,1,60
2,W,9,NT,c,4,2,30
2,W,9,NT,c,4,3,28
2,W,9,NT,s,1,1,6
2,W,9,NT,s,1,2,2
2,W,9,NT,s,1,3,8
2,W,9,NT,s,2,1,2
2,W,9,NT,s,2,2,6
2,W,9,NT,s,2,3,22
2,W,9,NT,s,3,1,4
2,W,9,NT,s,3,2,4
2,W,9,NT,s,3,3,2
2,W,9,NT,s,4,1,4
2,W,9,NT,s,4,2,8
2,W,9,NT,s,4,3,2
2,W,9,NT,w,1,1,2
2,W,9,NT,w,1,2,18
2,W,9,NT,w,1,3,2
2,W,9,NT,w,2,1,6
2,W,9,NT,w,2,2,22
2,W,9,NT,w,2,3,10
2,W,9,NT,w,3,1,8
2,W,9,NT,w,3,2,10
2,W,9,NT,w,3,3,14
2,W,9,NT,w,4,1,36
2,W,9,NT,w,4,2,6
2,W,9,NT,w,4,3,60
2,W,10,CP,c,1,1,38
2,W,10,CP,c,1,2,60
2,W,10,CP,c,1,3,32
2,W,10,CP,c,2,1,60
2,W,10,CP,c,2,2,74
2,W,10,CP,c,2,3,30
2,W,10,CP,c,3,1,12
2,W,10,CP,c,3,2,44
2,W,10,CP,c,3,3,72
2,W,10,CP,c,4,1,0
2,W,10,CP,c,4,2,6
2,W,10,CP,c,4,3,20
2,W,10,CP,s,1,1,24
2,W,10,CP,s,1,2,4
2,W,10,CP,s,1,3,10
2,W,10,CP,s,2,1,8
2,W,10,CP,s,2,2,46
2,W,10,CP,s,2,3,4
2,W,10,CP,s,3,1,68
2,W,10,CP,s,3,2,12
2,W,10,CP,s,3,3,4
2,W,10,CP,s,4,1,14
2,W,10,CP,s,4,2,18
2,W,10,CP,s,4,3,24
2,W,10,CP,w,1,1,14
2,W,10,CP,w,1,2,18
2,W,10,CP,w,1,3,8
2,W,10,CP,w,2,1,60
2,W,10,CP,w,2,2,68
2,W,10,CP,w,2,3,46
2,W,10,CP,w,3,1,48
2,W,10,CP,w,3,2,4
2,W,10,CP,w,3,3,62
2,W,10,CP,w,4,1,0
2,W,10,CP,w,4,2,22
2,W,10,CP,w,4,3,12
2,W,10,MP,c,1,1,70
2,W,10,MP,c,1,2,10
2,W,10,MP,c,1,3,56
2,W,10,MP,c,2,1,66
2,W,10,MP,c,2,2,8
2,W,10,MP,c,2,3,66
2,W,10,MP,c,3,1,0
2,W,10,MP,c,3,2,12
2,W,10,MP,c,3,3,14
2,W,10,MP,c,4,1,38
2,W,10,MP,c,4,2,28
2,W,10,MP,c,4,3,28
2,W,10,MP,s,1,1,10
2,W,10,MP,s,1,2,30
2,W,10,MP,s,1,3,28
2,W,10,MP,s,2,1,6
2,W,10,MP,s,2,2,60
2,W,10,MP,s,2,3,8
2,W,10,MP,s,3,1,38
2,W,10,MP,s,3,2,16
2,W,10,MP,s,3,3,24
2,W,10,MP,s,4,1,30
2,W,10,MP,s,4,2,46
2,W,10,MP,s,4,3,16
2,W,10,MP,w,1,1,24
2,W,10,MP,w,1,2,72
2,W,10,MP,w,1,3,74
2,W,10,MP,w,2,1,52
2,W,10,MP,w,2,2,30
2,W,10,MP,w,2,3,40
2,W,10,MP,w,3,1,2
2,W,10,MP,w,3,2,6
2,W,10,MP,w,3,3,16
2,W,10,MP,w,4,1,12
2,W,10,MP,w,4,2,38
2,W,10,MP,w,4,3,6
2,W,10,NT,c,1,1,68
2,W,10,NT,c,1,2,62
2,W,10,NT,c,1,3,32
2,W,10,NT,c,2,1,16
2,W,10,NT,c,2,2,36
2,W,10,NT,c,2,3,32
2,W,10,NT,c,3,1,8
2,W,10,NT,c,3,2,0
2,W,10,NT,c,3,3,2
2,W,10,NT,c,4,1,6
2,W,10,NT,c,4,2,60
2,W,10,NT,c,4,3,20
2,W,10,NT,s,1,1,24
2,W,10,NT,s,1,2,48
2,W,10,NT,s,1,3,26
2,W,10,NT,s,2,1,14
2,W,10,NT,s,2,2,30
2,W,10,NT,s,2,3,8
2,W,10,NT,s,3,1,54
2,W,10,NT,s,3,2,28
2,W,10,NT,s,3,3,38
2,W,10,NT,s,4,1,6
2,W,10,NT,s,4,2,40
2,W,10,NT,s,4,3,38
2,W,10,NT,w,1,1,66
2,W,10,NT,w,1,2,20
2,W,10,NT,w,1,3,24
2,W,10,NT,w,2,1,24
2,W,10,NT,w,2,2,10
2,W,10,NT,w,2,3,26
2,W,10,NT,w,3,1,36
2,W,10,NT,w,3,2,18
2,W,10,NT,w,3,3,64
2,W,10,NT,w,4,1,0
2,W,10,NT,w,4,2,18
2,W,10,NT,w,4,3,10
